id,Title,Content,Date,Categorieën,Tags
350,"Discussie | La La Land (spoilers!)","Henk, Sander &amp; Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2016/Podcast-La-La-Land-uitgebreide-review.mp3"">discussiëren</a> over de musical film La La Land van Damien Chazelle met in de hoofdrollen Ryan Gosling en Emma Stone!",20161228,Discussie,podcast
355,"Terugblik op 2016!","het is vandaag oudjaarsdag. Dat leek de mannen een prima reden om eens <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2016/Podcast-Terugblik-2016.mp3"">uitgebreid terug te blikken</a> op 2016!

In deze podcast hebben we het uitgebreid over onze tops en flops en mijmeren we over het eerste jaar Filmerds.",20161231,Special|Terugblik,podcast
359,"Vooruitblik | Januari 2017 met Assassin's Creed, Live by Night en meer!","Pim, Henk &amp; Sander lopen de releases van januari 2017 na. Wat komt er uit? Wat vinden we er van? Je hoort het in deze lange epische <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Vooruitblik_Januari_Audiopodcast.mp3"">podcast</a>!",20170104,Vooruitblik,podcast
364,"Review | Assassin's Creed (zonder spoilers)","Omdat Henk ziek is, <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/podcast-Assassins-Creed-review.mp3"">bespreken</a> Sander en Pim met z'n tweeën de nieuwste game verfilming; Assassin's Creed!",20170107,Reviews,podcast
366,"Discussie | Assassin's Creed (spoilers!)","Dit is de <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/podcast-Assassins-Creed-uitgebreide-review.mp3"">uitgebreide review</a> van Assassin's Creed, als je de film nog niet gezien hebt raden we je af om deze podcast te luisteren, luister dan bijvoorbeeld eerst onze normale review van Assassin's Creed deze is namelijk zonder spoilers!",20170107,Discussie,podcast
370,"Favorites | Cringelist","Service announcement for all of our faithful Dutch listenerd: we have switched to English!
In this <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Favorites-Cringeworthy-actors-actresses.mp3"">episode</a> Sander, Pim and Henk talk about their most cringeworthy actors and actresses. Please forgive us for our unpopular opinions ;)",20170118,Favorites,podcast
373,"Roundtable Discussion #09 | Narcos, Sense8, Ace Ventura & more!","In today's <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Roundtable09_Audiopodcast-1.mp3"">episode </a>of Filmerds; Henk, Sander and Pim will be discussing all of the movies and shows they've watched. Most of the time is spent in veering off-topic, but we consider that normal by now.",20170121,"Roundtable Discussion",podcast
380,"Review | Passengers","In this <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Passengers_Audio_Spoilerfree.mp3"">episode </a>of the Filmerds podcast Henk, Gina and Pim review Passengers. Starring Chris Pratt and Jennifer Lawrence.",20170125,Reviews,podcast
382,"Discussion | Passengers","Henk, Gina and Pim continue their <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Passengers_Audio_INDEPTH.mp3"">review </a>of Passengers.
Major plot points and story details will be discussed, so beware! Spoilers abound!",20170125,Discussion,podcast
483,"Gametime! | Pim vs Gina | Netflix Game","It's time for another game! Gina and Pim are tasked with guessing a movie title based only on it's Netflix description.
Who will win? <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Gametime17Audio.mp3"">Listen</a> and find out!",20170128,Gametime,podcast
487,"Review | Live by Night (without spoilers!)","Pim, Henk &amp; Sander checked out Ben Affleck's latest projecr Live by Night and are here to <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-Live-by-Night-review.mp3"">let you know</a> what they thought about it!",20170201,Reviews,podcast
490,"Discussion | Live by Night","A continuation of our <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-Live-by-Night-in-depth-discussion.mp3"">discussion </a>of Live by Night. This time we're going in-depth and into spoiler territory!",20170201,Discussion,podcast
500,"Upcoming Releases | February 2017","Want to know what you should watch this month? Henk, Sander and Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-upcoming-releases-feb.mp3"">talk </a>about the upcoming releases for Febuary 2017! Which movies are you going to watch?",20170204,"Upcoming Releases",podcast
502,"Review | Brimstone (no spoilers)","Today Pim &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-brimstone.mp3"">talk </a>about Martin Koolven's western thriller; Brimstone!",20170208,Reviews,podcast
504,"Discussion | Brimstone (spoilers ahead!)","Pim &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-in-depth-brimstone.mp3"">continue </a>their in-depth discussion about Brimstone. We'll be heading beyond the spoiler frontier here, so be weary!",20170208,Discussion,podcast
506,"Review | The LEGO Batman Movie","After the successful LEGO Movie, Warner Bros. thought it was time to cash in. Thus, The LEGO Batman Movie was born. Is it any good, or just a shameless cash grab? Pim, Henk &amp; Sander are <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-lego-batman.mp3"">here </a>to tell you!",20170211,Reviews,podcast
508,"Discussion | The LEGO Batman Movie (spoilers ahead!)","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast-In-depth-review-lego-batman.mp3"">continue </a>their epic discussion about this epic movie!",20170211,Discussion,podcast
511,"GameTime #18: 30 Seconds to Guess!","Time for another <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Gametime18_30SecondsSanderVPim_AUDIO.mp3"">epic</a> showdown between Sander and Pim!
They have 30 seconds to name the movie Henk is describing.",20170215,Gametime,podcast
513,"Special | The Oscars 2017","<div id=""action-panel-details"" class=""action-panel-content yt-uix-expander yt-card yt-card-has-padding yt-uix-expander-collapsed"">
<div id=""watch-description"" class=""yt-uix-button-panel"">
<div id=""watch-description-content"">
<div id=""watch-description-clip"">
<div id=""watch-description-text"" class="""">
<p id=""eow-description"" class="""">Sander, Pim and Henk are <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/The-Oscars-2017.mp3"">talking</a> through the list of this years Oscar nominees!</p>

</div>
</div>
</div>
</div>
</div>",20170218,Special,podcast
515,"Review | John Wick: Chapter 2","Pim and Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast_JohnWick2.mp3"">talk</a> about the action-packed sequel to John Wick!",20170222,Reviews,podcast
517,"Spoiler Review | John Wick: Chapter 2","Pim and Henk continue their <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/In-depth_JohnWick2.mp3"">talk</a> about the John Wick sequel.",20170222,Discussion,podcast
523,"Review | T2 Trainspotting","Pim, Henk &amp; Sander sit down to <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/T2.mp3"">talk</a> about the sequel to Danny Boyle's 1996 cult-classic Trainspotting; T2 Trainspotting!",20170301,Reviews,podcast
526,"Upcoming Releases | March 2017","Henk, Sander and Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/UpcomingReleases_March.mp3"">walk you through</a> the upcoming releases of this month!",20170304,"Upcoming Releases",podcast
528,"Public Service Announcement","Henk, Pim &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/PublicServiceAnnouncement.mp3"">coming at you</a> with an important announcement!",20170307,Special,podcast
530,"Review | Logan (zonder spoilers!)","Sander, Pim en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/ReviewLogan.mp3"">bespreken</a> de nieuwe X-Men film, Logan!",20170308,Reviews,podcast
532,"Discussie | Logan (met spoilers!)","Sander, Pim en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/UitgebreideReviewLogan.mp3"">gaan dieper in</a> op de materie en bespreken uitgebreid Logan!",20170308,Discussie,podcast
535,"Praattafel #10 | The Expanse, John Adams, A Series of Unfortunate Events en meer!","Sander, Pim &amp; Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Praattafel10.mp3"">nemen weer uitgebreid de tijd</a> om te bespreken wat ze de afgelopen allemaal voor noemsenswaardigs hebben bekeken en waar de nog naar uitkijken!",20170311,"De Praattafel",podcast
537,"Review | Kong: Skull Island (spoiler vrij)","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/ReviewKong.mp3"">bespreken</a> de nieuwste monster movie uit Hollywood met in de hoofdrol Tim Hiddleston en Samuel L. Jackson; Kong: Skull Island!",20170315,Reviews,podcast
539,"Discussie | Kong: Skull Island (spoiler alert!)","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/DiscussieKong.mp3"">discussiëren</a> verder over onder andere de Vietnam invloeden, acteer performances en CGI kwaliteiten van Kong: Skull Island!",20170315,Discussie,podcast
542,"Statafel #15 | Hoe oud zijn ze?","In <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Statafel15_Leeftijden.mp3"">deze aflevering</a> van Filmerds nemen Pim &amp; Sander het tegen elkaar op! Henk gooit een paar bekende namen hun kant op en zij moeten inschatten hoe oud ze zijn. Wie er het dichtste bij zit wint!",20170318,Statafel,podcast
545,"Favorieten | Top 5 80's films!","Vandaag <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Favorieten_80sMovies.mp3"">bespreken</a> Sander, Pim en Henk hun films-uit-de-jaren-80 top 5! Verder komen er nog een hele hoop eervolle vermeldingen aan bod!",20170321,Favorieten,podcast
548,"Review | Life (spoiler vrij!)","Henk, Missy &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Life.mp3"">gaan het hebben</a> over de nieuwe survival/horror/space film van Daniel Espinoza; Life! Met onder andere: Jake Gyllenhaal, Rebecca Ferguson en Ryan Reynolds.",20170325,Reviews,podcast
552,"Discussie | Life (spoiler gevaar!)","Henk, Missy &amp; Sander gaan <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Life.mp3"">het verder hebben</a> over Life. Ditmaal gaan ze uitgebreid in op het plot van de film. Pas dus op voor spoilers!",20170325,Discussie,podcast
555,"Stelling | We worden moe van Cinematic Universes!","Marvel, DC, Star Wars, The Wizarding World; allemaal zijn het voorbeelden van 'Cinematic Universes'. Hollywood lijkt de laatste jaren gefixeerd op dit concept.

Wat betekent dit voor de filmindustrie en de creative krachten achter jouw favoriete films? Henk, Sander en Pim gaan het er in deze aflevering <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Stelling_CinematicUniverses.mp3"">over hebben</a>! Cinematic Universes lijken in ieder geval een zeer rekbaar begrip lijkt te zijn!",20170329,Stelling,podcast
560,"De tofste films van april 2017! | Filmerds & Filmdomein","In deze aflevering <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Voorbeschouwing_April_Filmdomein.mp3"">bespreken </a>Henk, Sander en Pim in samenwerking met Filmdomein.nl: The Smurfs and the lost Village, The Fate of the Furious, The Lost City of Z en Guardians of the Galaxy Vol. 2!",20170401,Voorbeschouwing,podcast
562,"Voorbeschouwing | Alle film releases van april 2017!","In deze aflevering <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Voorbeschouwing_April_Volledig.mp3"">bespreken</a> Henk, Sander en Pim de films die uitkomen deze maand: Denial, Alone in Berlin, Get out, Quality Time, 20th Century Women, Their Finest en Going in Style!",20170402,Voorbeschouwing,podcast
567,"Review | Beauty and the Beast (spoiler vrij!)","Henk, Gina &amp; Sander gaan het <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Podcast_Beauty_and_the_beast.mp3"">hebben over</a> de live-action remake van Beauty and the Beast met Emma Watson en Dan Stevens! Henk heeft de film niet gezien, maar heeft gelukkig genoeg vragen te stellen!",20170405,Reviews,podcast
569,"Discussie | Beauty and the Beast (spoiler alert!)","Gina, Henk &amp; Sander gaan verder<a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_BeautyAndTheBeast.mp3""> in</a> op de plus- en minpunten van de Beauty and the Beast remake van Disney!",20170405,Discussie,podcast
577,"Review | Ghost in the Shell (2017)","Henk, Sander en Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_GhostInTheShell.mp3"">bespreken </a>de live-action verfilming van de beroemde animéfilm uit 1995: Ghost in the Shell!",20170408,Reviews,podcast
580,"Discussie | Ghost in the Shell (2017)","Henk, Sander en Pim<a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_GhostInTheShell.mp3""> gaan dieper in</a> op het verhaal van Ghost in the Shell. Let op: Overal spoilers, voor zowel de live-action als de originele versie!",20170408,Discussie,podcast
583,"Praattafel #11 | Met Designated Survivor, Louis C.K. 2017, Ex Machina en meer!","Pim, Henk &amp; Sander gaan eens goed zitten om te<a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Praattafel_11.mp3""> bespreken</a> wat ze de afgelopen periode zoal hebben gezien. Onder andere Designated Survivor, Louis C.K. 2017 en Ex Machina komen voorbij!",20170412,"De Praattafel",podcast
587,"Review | Their Finest (2016)","Sander, Pim en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_TheirFinest.mp3"">bespreken</a> de film over films maken tijdens de tweede wereld oorlog, Their Finest! Met o.a. Gemma Arterton en Bill Nighy.",20170415,Reviews,podcast
591,"Discussie | Their Finest (spoiler alert!)","Sander, Pim en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_TheirFinest.mp3"">gaan dieper in</a> op de het verhaal van Their Finest, kijk deze video niet als je de film nog niet gezien hebt!",20170415,Discussie,podcast
594,"Favorieten | Top 5 90's films!","De jaren '80 hebben we reeds gehad, dus nu is het tijd voor de 90's! Henk, Sander en Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Favorieten_90sMovies.mp3"">bespreken </a>hun persoonlijke top 5 van dit decennium en hebben ook een paar honorable mentions!",20170420,Favorieten,podcast
596,"Review | The Fate of the Furious","Vandaag <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Fast8.mp3"">bespreken </a>Henk, Sander en Pim de matige Fast &amp; Furious film...",20170422,Reviews,podcast
599,"Discussie | The Fate of the Furious","<a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Fast8.mp3"">Nog meer azijngezeik</a> over Fast &amp; Furious 8 ;)",20170422,Discussie,podcast
604,"De tofste films van mei 2017! | Filmerds & Filmdomein","In samenwerking met Filmdomein.nl <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Voorbeschouwing_Mei.mp3"">bespreken </a>Henk, Sander en special guest Jan 4 films die komende maand uitkomen: The Circle, Alien Covenant, King Arthur: Legend of the Sword en
Pirates of the Caribbean: Dead Men Tell No Tales!",20170429,Voorbeschouwing,podcast
606,"Discussie | Guardians of the Galaxy Vol. 2","Sander, Pim en Henk gaan die <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_GotGvol2.mp3"">dieper in</a> op de film in deze video! Als je de film nog niet hebt gezien raden we je af om deze video te kijken, ga dan eerst de film kijken!",20170503,Discussie,podcast
608,"Review | Guardians of the Galaxy Vol. 2","Sander, Pim en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_GotGvol2.mp3"">bespreken</a> de nieuwe Marvel film: Guardians of the Galaxy Vol. 2, zonder spoilers!",20170503,Reviews,podcast
617,"Het oeuvre van: Quentin Tarantino","In onze nieuwe rubriek 'Het oeuvre van' <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Oeuvre_Q.Tarantino.mp3"">bespreken</a> we de uitgekomen films van een bepaalde regisseur, acteur of een andere bekendheid.

In deze aflevering bespreken Sander, Pim en Henk Quentin Tarantino!",20170506,"Het oeuvre van",podcast
620,"Statafel | Acteurketting 02","*DING* *DING*

In deze <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Statafel_Acteursketting02.mp3"">aflevering</a> nemen Pim en Sander het weer eens tegen elkaar op in een ouderwets potje van 'De Acteursketting'!",20170510,Statafel,podcast
629,"Review | King Arthur: Legend of the Sword","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_KingArthur.mp3"">bespreken</a> de nieuwe hervertelling van King Arthur geregisseerd door Guy Ritchie.",20170517,Reviews,podcast
631,"Discussie | King Arthur: Legend of the Sword","Pim, Henk en Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_KingArthur.mp3"">praten </a>verder over King Arthur: Legend of the Sword. Wees gewaarschuwd, spoilers ahead!",20170517,Discussie,podcast
633,"Praattafel #12 | Legend of Tarzan, F is for Family, Better Call Saul & meer!","Henk, Sander en Pim zitten weer aan tafel om te <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Praattafel_12.mp3"">praten</a> over wat ze gezien hebben!",20170520,"De Praattafel",podcast
637,"Favorieten | Top 5 meest nare film momenten!","Vandaag <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Favorieten_Top5_naarste_momenten.mp3"">bespreken</a> Pim, Henk en Sander hun top 5 meest nare momenten in film! Uiteraard weer incl. waslijst honorable mentions!",20170524,Favorieten,podcast
640,"De tofste films van juni 2017! | Filmerds & Filmdomein","Henk, Sander en Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Voorbeschouwing_Juni.mp3"">presenteren </a>de aankomende films voor de maand juni! Baywatch, Wonder Woman, The Mummy en Transformers: the Last Knight passeren deze keer de revue.",20170527,Voorbeschouwing,podcast
645,"Review | Pirates of the Caribbean 5: Salazar's Revenge","Pim, Sander en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Pirates5.mp3"">recenseren </a>de nieuwe Pirates of the Caribbean film!",20170531,Reviews,podcast
647,"Discussie | Pirates of the Caribbean 5: Salazar's Revenge","Pim, Sander en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Pirates5.mp3"">discussiëren </a>over wat ze van alweer de vijfde Pirates of the Caribbean film vinden.",20170531,Discussie,podcast
650,"Statafel #18 | Geluidsfragmenten - quotes","Pim en Sander nemen her tegen elkaar op in een nieuwe <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Statafel18_Gekuidsfragmenten.mp3"">aflevering</a> van de statafel. Ze moeten raden uit welke film de geluidsfragmenten afkomstig zijn!",20170603,Statafel,podcast
653,"Review | Baywatch (2017)","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Baywatch.mp3"">bespreken </a>de verfilming van jaren '80 klassieker Baywatch!",20170607,Reviews,podcast
657,"Discussie | Baywatch (2017)","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Baywatch.mp3"">huilen uit</a> over Baywatch met The Rock &amp; Zac Efron!",20170607,Discussie,podcast
660,"Vooruitblik | Series - Zomer 2017","Henk, Sander en Pim <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Voortblik_ZomerSeries2017.mp3"">bespreken</a> aankomende series!",20170610,Vooruitblik,podcast
665,"Review | Wonder Woman","Pim, Sander &amp; Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_WonderWoman.mp3"">bespreken </a>de nieuwe DC kaskraker Wonder Woman. Met Gal Gadot en Chris Pine.",20170617,Reviews,podcast
667,"Discussie | Wonder Woman","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_WonderWoman.mp3"">krijgen Vietnam flashbacks</a> van Wonder Woman...",20170617,Discussie,podcast
672,"Favorieten | Top 5 verfilmingen die we wél willen zien!","Er zijn tegenwoordig zoveel tegenvallende verfilmingen dat we dachten; <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Favorieten_Verfilmingen.mp3"">welke verfilmingen zouden we wél willen zien</a>!",20170621,Favorieten,podcast
675,"Review | Transformers: The Last Knight","Sander Pim en Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Transformers5.mp3"">bespreken </a>de 5e Transformers film, zonder spoilers, behalve dat hij kut was.",20170624,Reviews,podcast
677,"Discussie | Transformers: The Last Knight","Sander, Pim en Henk gaan verder met hun <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Transformers5.mp3"">bespreking </a>van de 5e Transformers film met spoilers.",20170624,Discussie,podcast
679,"De tofste films van juli 2017! | Filmerds & Filmdomein","en nieuwe maand betekent natuurlijk een nieuwe <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Voorbeschouwing_Juli.mp3"">Voorbeschouwing</a>!
Henk, Sander en Pim bespreken de 4 films die in de maand juli in de bioscopen te zien zullen zijn.",20170628,Voorbeschouwing,podcast
682,"Review | Baby Driver","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_BabyDriver.mp3"">schuiven aan</a> om het te hebben over de nieuwe actie flick van Edgar Wright: Baby Driver. Met Ansel Elgort, Kevin Spacey, Jon Hamm, Jamie Foxx &amp; Lily James!",20170701,Reviews,podcast
684,"Discussie | Baby Driver","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_BabyDriver.mp3"">vertellen </a>waarom ze zo teleurgesteld zijn in Baby Driver. Why, Edgar Wright? WHY?!",20170701,Discussie,podcast
686,"Vooruitblik | Opfrisser voor Game of Thrones seizoen 7!","Pim en Henk schuiven aan bij 'loremaster' Sander om <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Vooruitblik_GameofThronesSeizoen7.mp3"">door te nemen</a> hoe de situatie er ook al weer bij lag in Westeros!",20170705,Vooruitblik,podcast
688,"Review | Spiderman: Homecoming","Pim en in-house Marvel fanboy Henk <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Spiderman.mp3"">laten je weten</a> of de nieuwe Spiderman film de moeite waard is!",20170708,Reviews,podcast
691,"Discussie | Spiderman: Homecoming","Pim &amp; Henk zitten klaar om in detail de nieuwe film in de Spiderman franchise te <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Spiderman.mp3"">bespreken</a>. Wat was tof? Wat was trash? Pim &amp; Henk laten het weten!",20170708,Discussie,podcast
694,"Statafel #20 | Netflix Game","Voor de verandering is het weer eens Henk vs Sander in deze <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/+Statafel20_Netflix.mp3"">20e aflevering</a> van De Statafel! De Nederlandse vertalingen van film omschrijvingen blijven verschrikkelijk, maar anders zou het natuurlijk ook veel te makkelijk worden.",20170712,Statafel,podcast
702,"Review | War for the Planet of the Apes","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_WarforthePlanetoftheApes.mp3"">bespreken</a> het nieuwste deel uit de Planet of the Apes franchise; War for the Planet of the Apes!",20170715,Reviews,podcast
704,"Discussie | War for the Planet of the Apes","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_WarforthePlanetoftheApes.mp3"">vertellen</a> je in alle details waarom de tweede helft van War for the Planet of the Apes in hun optiek afbreuk doet aan de film.",20170715,Discussie,podcast
728,"Het oeuvre van | Christopher Nolan","De release van Dunkirk leek Pim, Henk en Sander een mooie gelegenheid om <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Hetoeuvrevan_ChristopherNolan.mp3"">eens stil te staan</a> bij het werk van rChristopher Nolan. Regisseurr van films als Interstellar, Inception, en de Dark Knight trilogie!",20170719,"Het oeuvre van",podcast
731,"Discussie | Dunkirk","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_Dunkirk.mp3"">vertellen</a> wat ze goed vonden aan de nieuwe WOII film van Christopher Nolan!",20170722,Discussie,podcast
732,"Review | Dunkirk","Pim, Henk &amp; Sander <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_Dunkirk.mp3"">bespreken</a> vandaag het nieuwe WOII epos van Christopher Nolan.",20170722,Reviews,podcast
736,"Vooruitblik | San Diego Comic-Con 2017","Pim, Henk & Sander <a href='https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Vooruitblik_SanDiegoComic-Con2017.mp3'>bespreken</a> een aantal toffe trailers die tijdens Comic-Con 2017 zijn uitgekomen. We hebben het onder anderen over Westworld  S2, Stranger Things 2 en Thor: Ragnarok.",20170726,Vooruitblik,podcast
737,"Voorbeschouwing Augustus 2017 | Filmerds & Filmdomein","Een nieuwe maand beteknd natuurlijk een nieuwe voorbeschouwing! Henk, Sander & Pim <a href='https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/VoorbeschouwingAugustus2017_Filmerds&Filmdomein.mp3'>bespreken</a> de vier films die deze maand in de bioscoop te zien zullen zijn!",20170729,Voorbeschouwing,podcast
738,"Discussie | Valerian and the City of a Thousand Planets","Pim, Henk & Sander <a href='https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Discussie_ValerianandtheCityofaThousandPlanets.mp3'>vertellen</a> in alle detail wat Luc Besson's Valerian tot zo'n drama maakt.",20170802,,podcast
739,"Review | Valerian and the City of a Thousand Planets","Pim, Henk & Sander <a href='https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Review_ValerianandtheCityofaThousandPlanets.mp3'>bespreken</a> Luc Besson's passie project Valerian and the City of a Thousand Planets. Met in de hoofdrollen Dane DeHaan en Cara Delevingne.",20170802,Reviews,podcast
740,"Praattafel #13 | Legion, Game of Thrones, 2001 70mm en meer!","Vandaag zitten Pim, Henk &amp; Sander klaar om hte <a href=""https://s3.eu-central-1.amazonaws.com/filmerds-podcast-wp/wp-content/2017/Praattafel13_Legion,20GameameofThrones,200170mmenmeer!.mp3"">bespreken</a> wat ze de afgelopen tijd hebben gekeken.",20170805,"De Praattafel",podcast
